ID,RIO,COORD- X,COORD- Y,PUNTO,AÑOS,Nivel 10,Nivel 9,Nivel 8,Nivel 7,Nivel 6,Nivel 5,Nivel 4,Nivel 3,Nivel 2,Nivel 1,RIQUEZA ABSOLUTA,DIVERSIDAD SEGÚN SHANNON,CALIDAD DEL AGUA SEGÚN SHANNON,,ÍNDICE BMWP/Col,ÍNDICE BMWP/Col.1,Clasificar
1503,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/07/2022,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1504,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/05/2022,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1505,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,11/10/2020,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1506,RIO SANTIAGO,-3.043055551,-72.10916697,P16,11/10/2020,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1507,RIO SANTIAGO,-3.001111355,-77.85194454,P17,06/11/2022,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1508,RIO MORONA,-2.761944461,-77.51250024,P9,17/09/2022,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1509,RIO MORONA,-2.784166423,-77.56500014,P10,14/10/2022,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1510,RIO MORONA,-2.801666552,-77.62833375,P11,24/09/2022,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1511,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,13/09/2022,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1512,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/11/2022,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1513,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/09/2022,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1514,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,15/10/2021,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1515,RIO SANTIAGO,-3.043055551,-72.10916697,P16,15/10/2021,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1516,RIO SANTIAGO,-3.001111355,-77.85194454,P17,06/03/2023,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
1517,RIO MORONA,-2.761944461,-77.51250024,P9,17/01/2023,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
1518,RIO MORONA,-2.784166423,-77.56500014,P10,14/02/2023,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
1519,RIO MORONA,-2.801666552,-77.62833375,P11,24/01/2023,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
1520,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,13/01/2023,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
1521,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/03/2023,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1522,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/01/2023,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1523,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,19/10/2022,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1524,RIO SANTIAGO,-3.043055551,-72.10916697,P16,19/10/2022,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1525,RIO SANTIAGO,-3.001111355,-77.85194454,P17,12/01/2018,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1526,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,15/01/2018,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1527,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,20/01/2018,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1528,RIO PAUTE,-2.755055848,-72.28219421,P1 ,28/01/2018,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1529,RIO PAUTE,-2.767055362,-72.26902796,P2 ,05/06/2018,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1530,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,15/06/2018,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1531,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,25/06/2018,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1532,RIO PAUTE,-2.755055848,-72.28219421,P1 ,30/06/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1533,RIO PAUTE,-2.767055362,-72.26902796,P2 ,03/10/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1534,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,13/10/2018,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1535,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,22/10/2018,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1536,RIO PAUTE,-2.755055848,-72.28219421,P1 ,28/10/2018,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1537,RIO PAUTE,-2.767055362,-72.26902796,P2 ,05/02/2019,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1538,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,10/02/2019,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1539,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,23/02/2019,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1540,RIO PAUTE,-2.755055848,-72.28219421,P1 ,25/02/2019,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1541,RIO PAUTE,-2.767055362,-72.26902796,P2 ,01/07/2019,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1542,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,10/07/2019,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
1543,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,20/07/2019,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
1544,RIO PAUTE,-2.755055848,-72.28219421,P1 ,27/07/2019,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
1545,RIO PAUTE,-2.767055362,-72.26902796,P2 ,05/11/2019,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
1546,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,16/11/2019,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
1547,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,23/11/2019,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1548,RIO PAUTE,-2.755055848,-72.28219421,P1 ,28/11/2019,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1549,RIO PAUTE,-2.767055362,-72.26902796,P2 ,03/01/2020,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1550,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,14/01/2020,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1551,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,25/01/2020,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1552,RIO PAUTE,-2.755055848,-72.28219421,P1 ,30/01/2020,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1553,RIO PAUTE,-2.767055362,-72.26902796,P2 ,05/06/2020,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1554,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,11/06/2020,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1555,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,17/06/2020,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1556,RIO PAUTE,-2.755055848,-72.28219421,P1 ,28/06/2020,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1557,RIO PAUTE,-2.767055362,-72.26902796,P2 ,02/12/2020,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1558,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,12/12/2020,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1559,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,22/12/2020,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1560,RIO PAUTE,-2.755055848,-72.28219421,P1 ,29/12/2020,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1561,RIO PAUTE,-2.767055362,-72.26902796,P2 ,06/03/2021,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1562,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,11/03/2021,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1563,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,22/03/2021,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1564,RIO PAUTE,-2.755055848,-72.28219421,P1 ,29/03/2021,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
1565,RIO PAUTE,-2.767055362,-72.26902796,P2 ,04/05/2021,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1566,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,15/05/2021,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1567,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,26/05/2021,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1568,RIO PAUTE,-2.755055848,-72.28219421,P1 ,28/05/2021,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1569,RIO PAUTE,-2.767055362,-72.26902796,P2 ,01/11/2021,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1570,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,12/11/2021,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1571,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,23/11/2021,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1572,RIO PAUTE,-2.755055848,-72.28219421,P1 ,28/11/2021,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1573,RIO PAUTE,-2.767055362,-72.26902796,P2 ,02/01/2022,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1574,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,13/01/2022,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1575,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,24/01/2022,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1576,RIO PAUTE,-2.755055848,-72.28219421,P1 ,30/01/2022,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1577,RIO PAUTE,-2.767055362,-72.26902796,P2 ,01/07/2022,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1578,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,12/07/2022,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1579,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,23/07/2022,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1580,RIO PAUTE,-2.755055848,-72.28219421,P1 ,28/07/2022,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1581,RIO PAUTE,-2.767055362,-72.26902796,P2 ,05/12/2022,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1582,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,16/12/2022,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1583,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,20/12/2022,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1584,RIO PAUTE,-2.755055848,-72.28219421,P1 ,29/12/2022,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1585,RIO PAUTE,-2.767055362,-72.26902796,P2 ,01/01/2023,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1586,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,10/01/2023,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1587,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,23/01/2023,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1588,RIO PAUTE,-2.755055848,-72.28219421,P1 ,29/01/2023,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1589,RIO PAUTE,-2.767055362,-72.26902796,P2 ,01/04/2023,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1590,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,12/04/2023,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1591,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,23/04/2023,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1592,RIO PAUTE,-2.755055848,-72.28219421,P1 ,28/04/2023,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1593,RIO PAUTE,-2.767055362,-72.26902796,P2 ,06/06/2023,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1594,RIO NAMANGOZA,-2.8149718,-72.28197228,P1 ,14/06/2023,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1595,RIO NAMANGOZA,-2.835333388,-72.24722178,P2 ,18/06/2023,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1596,RIO PAUTE,-2.755055848,-72.28219421,P1 ,29/06/2023,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1597,RIO PAUTE,-2.767055362,-72.26902796,P2 ,01/01/2018,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1598,RIO YAAPI,-2.885154829,-77.91797016,P1,03/01/2018,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1599,RIO YAAPI,-2.885149246,-77.91487882,P2,06/01/2018,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1600,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,10/01/2018,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1601,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/05/2018,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
1602,RIO YAAPI,-2.885154829,-77.91797016,P1,05/05/2018,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
1603,RIO YAAPI,-2.885149246,-77.91487882,P2,10/05/2018,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
1604,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,15/05/2018,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
1605,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/09/2018,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
1606,RIO YAAPI,-2.885154829,-77.91797016,P1,05/09/2018,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1607,RIO YAAPI,-2.885149246,-77.91487882,P2,09/09/2018,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1608,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,16/09/2018,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1609,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/01/2019,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1610,RIO YAAPI,-2.885154829,-77.91797016,P1,05/01/2019,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1611,RIO YAAPI,-2.885149246,-77.91487882,P2,10/01/2019,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1612,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,15/01/2019,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1613,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/05/2019,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1614,RIO YAAPI,-2.885154829,-77.91797016,P1,06/05/2019,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1615,RIO YAAPI,-2.885149246,-77.91487882,P2,11/05/2019,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1616,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,16/05/2019,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1617,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/09/2019,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1618,RIO YAAPI,-2.885154829,-77.91797016,P1,06/09/2019,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1619,RIO YAAPI,-2.885149246,-77.91487882,P2,10/09/2019,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1620,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,15/09/2019,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1621,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,02/01/2020,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1622,RIO YAAPI,-2.885154829,-77.91797016,P1,05/01/2020,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1623,RIO YAAPI,-2.885149246,-77.91487882,P2,08/01/2020,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1624,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,15/01/2020,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1625,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/05/2020,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1626,RIO YAAPI,-2.885154829,-77.91797016,P1,01/05/2020,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1627,RIO YAAPI,-2.885149246,-77.91487882,P2,01/05/2020,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1628,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,01/05/2020,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1629,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/09/2020,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1630,RIO YAAPI,-2.885154829,-77.91797016,P1,01/09/2020,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1631,RIO YAAPI,-2.885149246,-77.91487882,P2,01/09/2020,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1632,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,01/09/2020,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1633,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,02/01/2021,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1634,RIO YAAPI,-2.885154829,-77.91797016,P1,05/01/2021,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1635,RIO YAAPI,-2.885149246,-77.91487882,P2,12/01/2021,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1636,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,15/01/2021,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1637,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/05/2021,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1638,RIO YAAPI,-2.885154829,-77.91797016,P1,02/05/2021,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1639,RIO YAAPI,-2.885149246,-77.91487882,P2,05/05/2021,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1640,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,10/05/2021,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1641,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/09/2021,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1642,RIO YAAPI,-2.885154829,-77.91797016,P1,02/09/2021,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1643,RIO YAAPI,-2.885149246,-77.91487882,P2,05/09/2021,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1644,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,11/09/2021,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1645,RIO YAAPI,-2.819415455,-77.93550277,P2,02/01/2022,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1646,RIO YAAPI,-2.885154829,-77.91797016,P1,05/01/2022,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1647,RIO YAAPI,-2.885149246,-77.91487882,P2,09/01/2022,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1648,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,12/01/2022,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1649,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/05/2022,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
