ID,RIO,COORD- X,COORD- Y,PUNTO,FECHA,FECHA,Temperatura,Ph,Oxigeno disuelto,Solidos_Totales,Nitratos,Fosfatos,Turbiedad,DBO5,Coliformes fecales,CALIDAD AGUA NSF,Clasificacion ,Clasificar
1696,RIO TZURIN,-2.665194871,-77.79436079,P1,2020//01/17,2020//01/17,24,6.8,7.7,89,5.4,0.08,4.6,9.5,1323,51.34,Regular,2
1697,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2020//05/03,2020//05/03,23,7.4,7.9,94,5.5,0.3,3.6,10,1222,51.45,Regular,2
1698,RIO TZURIN,-2.596416686,-77.76408342,P1,2020//05/09,2020//05/09,21,6.8,8,93,5.3,0.04,4.7,15,1125,48.56,Mala,3
1699,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2020//05/15,2020//05/15,23,6.9,7.4,90,6,0.7,0.28,8.7,1106,53.56,Regular,2
1700,RIO TZURIN,-2.665194871,-77.79436079,P1,2020//05/25,2020//05/25,25,7.3,7.3,87,4.8,0.06,1.6,9.1,1044,54.06,Regular,2
1701,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2020//09/01,2020//09/01,27,7.4,7,96,5.6,0.2,0.78,9.8,1657,53.45,Regular,2
1702,RIO TZURIN,-2.596416686,-77.76408342,P1,2020//09/08,2020//09/08,20,7.2,8,91,5.2,0.08,0.25,12,1786,48.67,Mala,3
1703,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2020//09/11,2020//09/11,21,6.7,7.2,87,5.1,0.9,0.29,14,1659,45.02,Mala,3
1704,RIO TZURIN,-2.665194871,-77.79436079,P1,2020//09/23,2020//09/23,23,6.9,7.3,92,5.3,0.3,3.6,9.8,1543,51.45,Regular,2
1705,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2021//01/02,2021//01/02,25,7.3,7.6,91,5.6,0.7,0.39,9.4,1236,55.56,Regular,2
1706,RIO TZURIN,-2.596416686,-77.76408342,P1,2021//01/05,2021//01/05,23,6.9,6.9,84,6,0.05,0.56,13,1654,52.34,Regular,2
1707,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2021//01/15,2021//01/15,20,7.4,6.5,87,6.3,0.1,0.43,12,1871,48.67,Mala,3
1708,RIO TZURIN,-2.665194871,-77.79436079,P1,2021//01/21,2021//01/21,21,7.7,7.1,93,6.2,0.05,4.6,9.4,1414,49.01,Mala,3
1709,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2021//05/01,2021//05/01,23,6.8,7.2,92,5.2,0.6,0.63,14,1648,51.34,Regular,2
1710,RIO TZURIN,-2.596416686,-77.76408342,P1,2021//05/05,2021//05/05,24,7.7,6.8,85,5.7,0.1,0.52,7.3,1693,53.24,Regular,2
1711,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2021//05/10,2021//05/10,20,8,6.7,89,5.8,0.06,0.57,6.9,1739,49.45,Mala,3
1712,RIO TZURIN,-2.665194871,-77.79436079,P1,2021//09/01,2021//09/01,25,7.9,7.3,91,6.3,0.08,1.5,8.4,1114,53.48,Regular,2
1713,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2021//09/05,2021//09/05,21,6.9,7.1,92,4.9,0.1,0.78,8.2,1050,44.89,Mala,3
1714,RIO TZURIN,-2.596416686,-77.76408342,P1,2021//09/11,2021//09/11,24,6.8,6.9,89,4.8,0.6,1.9,7.9,2000,56.43,Regular,2
1715,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2021//09/18,2021//09/18,23,6.9,6.9,88,5.2,0.2,3.4,7.1,1782,52.12,Regular,2
1716,RIO TZURIN,-2.665194871,-77.79436079,P1,2021//09/21,2021//09/21,21,7.2,7.2,87,5.3,0.5,2.2,8.9,1435,49.56,Mala,3
1717,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2022//01/02,2022//01/02,24,7.8,7,97,4.9,0.07,0.76,8.4,1876,52.34,Regular,2
1718,RIO TZURIN,-2.596416686,-77.76408342,P1,2022//01/05,2022//01/05,22,6.9,7.1,93,5.6,0.07,0.82,8.3,1679,49.67,Mala,3
1719,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2022//01/12,2022//01/12,24,6.8,6.8,92,5.2,0.5,0.64,8.7,1729,54.34,Regular,2
1720,RIO TZURIN,-2.665194871,-77.79436079,P1,2022//01/15,2022//01/15,20,7.5,6.7,89,5.6,0.02,0.78,7.5,1520,48.45,Mala,3
1721,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2022//05/01,2022//05/01,23,7,7.3,88,4.4,0.9,1.9,7.1,1649,52.34,Regular,2
1722,RIO TZURIN,-2.596416686,-77.76408342,P1,2022//05/02,2022//05/02,21,7.8,7.1,90,4.9,0.3,0.45,8.4,1872,49.56,Mala,3
1723,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2022//05/05,2022//05/05,24,6.6,7,91,5.2,0.06,0.56,9.1,1494,55.12,Regular,2
1724,RIO TZURIN,-2.665194871,-77.79436079,P1,2022//05/10,2022//05/10,25,6.8,6.9,92,5.3,0.3,0.67,7.6,1726,52.19,Regular,2
1725,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2022//09/01,2022//09/01,23,6.7,7.2,89,4.8,0.02,0.34,7.7,1568,51.23,Regular,2
1726,RIO TZURIN,-2.596416686,-77.76408342,P1,2022//09/02,2022//09/02,20,7.2,7.1,88,5.2,0.2,0.81,6.9,2100,49.67,Mala,3
1727,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2022//09/05,2022//09/05,21,7.5,7,91,6.2,0.7,0.36,7.8,1265,48.78,Mala,3
1728,RIO TZURIN,-2.665194871,-77.79436079,P1,2022//09/14,2022//09/14,21,6.8,6.9,90,5.2,0.06,0.56,7.8,1594,49.98,Mala,3
1729,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2023//01/02,2023//01/02,26,6.9,6.8,88,4.6,0.01,2.8,8.2,1683,54.45,Regular,2
1730,RIO TZURIN,-2.596416686,-77.76408342,P1,2023//01/05,2023//01/05,24,7.7,7.2,92,5.8,0.03,0.85,9.3,1397,53.48,Regular,2
1731,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2023//01/08,2023//01/08,21,7.8,7.1,96,4.9,0.6,0.67,9.4,2139,49.45,Mala,3
1732,RIO TZURIN,-2.665194871,-77.79436079,P1,2023//01/10,2023//01/10,24,7.1,6.7,91,5.7,0.01,0.89,7.8,1644,54.76,Regular,2
1733,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2023//05/01,2023//05/01,21,7.7,6.6,94,5.6,0.7,0.32,8.4,1857,51.34,Regular,2
1734,RIO TZURIN,-2.596416686,-77.76408342,P1,2023//05/04,2023//05/04,25,7.1,6.9,87,6.2,0.3,3.2,7.9,2170,55.34,Regular,2
1735,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2023//05/09,2023//05/09,24,6.9,7.1,89,6.4,0.1,0.78,8.1,1786,54.89,Regular,2
1736,RIO TZURIN,-2.665194871,-77.79436079,P1,2023//05/12,2023//05/12,22,6.7,7.2,91,4.8,0.9,0.56,9.3,2150,52.18,Regular,2
1737,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2023//09/01,2023//09/01,22,6.8,6.5,99,5.7,0.4,0.98,9.5,1654,53.45,Regular,2
1738,RIO TZURIN,-2.596416686,-77.76408342,P1,2023//09/03,2023//09/03,23,7.4,6.9,101,5.9,0.03,0.34,8.6,1277,51.34,Regular,2
1739,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2023//09/06,2023//09/06,25,7,7,98,6.3,0.45,0.65,8.7,1299,54.23,Regular,2
1740,RIO TZURIN,-2.665194871,-77.79436079,P1,2023//09/20,2023//09/20,24,6.8,7.3,104,4.5,0.04,1.1,9.1,1433,56.3,Regular,2
1741,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2023//09/30,2023//09/30,20,6.7,6.7,97,4.2,0.2,0.61,8.4,1699,52.78,Regular,2
1742,RIO MANGOZISA,-2.601805827,-77.7793335,P2,2023//09/25,2023//09/25,24,6.6,7.2,98,4.8,0.5,2.8,7.9,2300,55.76,Regular,2
1743,RIO TZURIN,-2.654166598,-77.79172204,P3,2018//01/04,2018//01/04,23,6.5,6.9,96,5.5,0.7,2.4,9.1,2460,57.65,Regular,2
1744,RIO TZURIN,-2.601805827,-77.7793335,P2,2018//01/06,2018//01/06,19,6.9,7.1,88,3.7,1.01,0.6,7.8,1111,54.45,Regular,2
1745,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2018//05/09,2018//05/09,23,7.1,7.5,89,4.5,0.8,1.2,8.8,1345,52.45,Regular,2
1746,RIO TZURIN,-2.688610727,-77.79474995,P2,2018//05/12,2018//05/12,24,6.9,8,93,3.5,0.09,1.4,5.6,1323,52.54,Regular,2
1747,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2018//09/16,2018//09/16,22,7.4,7.5,95,5.7,0.05,2.3,5.4,2321,56.54,Regular,2
1748,RIO TZURIN,-2.601805827,-77.7793335,P2,2018//09/23,2018//09/23,21,7.5,7.7,91,4.5,1,2.5,5.9,1213,49.34,Mala,3
1749,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2019//01/02,2019//01/02,26,7.2,7.8,88,4.2,0.09,1.5,7,1234,50.31,Regular,2
1750,RIO TZURIN,-2.688610727,-77.79474995,P2,2019//01/04,2019//01/04,27,6.9,7.3,94,6,0.05,2.3,7.9,1212,49.32,Mala,3
1751,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2019//05/07,2019//05/07,25,7.3,7.5,95,5.6,0.04,3.4,11,2323,49.49,Mala,3
1752,RIO TZURIN,-2.601805827,-77.7793335,P2,2019//05/12,2019//05/12,22,7.4,6.7,89,5.3,1.01,2.1,10,1233,53.32,Regular,2
1753,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2019//09/14,2019//09/14,21,7.7,7.1,100,4.8,0.5,1.8,9.8,2331,54.32,Regular,2
1754,RIO TZURIN,-2.688610727,-77.79474995,P2,2019//09/19,2019//09/19,20,7.4,7,95,5.9,0.7,1.9,7.8,1213,56.12,Regular,2
1755,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2020//01/03,2020//01/03,25,7.1,6.9,92,5.6,0.8,2,8.9,2324,52.32,Regular,2
1756,RIO TZURIN,-2.601805827,-77.7793335,P2,2020//01/06,2020//01/06,23,7.2,7.4,89,6.3,0.1,1.6,9.3,1232,55.36,Regular,2
1757,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2020//05/09,2020//05/09,22,6.9,7.6,98,4.5,0.2,3.2,8.7,1213,49.15,Mala,3
1758,RIO TZURIN,-2.688610727,-77.79474995,P2,2020//05/14,2020//05/14,21,7,7.4,99,4.9,0.3,3.3,8.9,2344,49.78,Mala,3
1759,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2020//09/19,2020//09/19,24,7.5,7.2,94,5.3,0.02,1.8,9.8,2321,53.45,Regular,2
1760,RIO TZURIN,-2.601805827,-77.7793335,P2,2020//09/24,2020//09/24,22,7.7,7.5,95,6,0.03,1.9,10.3,2331,51.23,Regular,2
1761,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2021//01/02,2021//01/02,20,7.2,6.6,92,4.8,0.3,2.5,12,2113,50.45,Regular,2
1762,RIO TZURIN,-2.688610727,-77.79474995,P2,2021//01/04,2021//01/04,20,7.1,6.9,93,5.3,0.1,2.8,11.5,1133,52.45,Regular,2
1763,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2021//05/08,2021//05/08,24,6.9,6.8,89,5.9,0.05,3.1,10,2311,54.34,Regular,2
1764,RIO TZURIN,-2.601805827,-77.7793335,P2,2021//05/13,2021//05/13,21,7.4,7,88,3.9,0.07,3.8,9.7,1234,53.21,Regular,2
1765,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2021//09/18,2021//09/18,25,7.3,6.8,90,6.3,0.3,2.5,8.5,1097,51.23,Regular,2
1766,RIO TZURIN,-2.688610727,-77.79474995,P2,2021//09/22,2021//09/22,25,7.1,6.9,101,5.7,0.01,2.7,7.9,1876,49.56,Mala,3
1767,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2022//01/03,2022//01/03,22,6.9,7.1,103,5.8,0.1,2.6,10,1871,52.34,Regular,2
1768,RIO TZURIN,-2.601805827,-77.7793335,P2,2022//01/05,2022//01/05,23,7.6,7.2,89,5.3,0.2,1.7,13,1367,53.45,Regular,2
1769,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2022//05/04,2022//05/04,25,7.7,6.9,94,5.1,0.9,1.9,15,1764,50.32,Regular,2
1770,RIO TZURIN,-2.688610727,-77.79474995,P2,2022//05/07,2022//05/07,21,7.5,6.8,92,4.9,0.7,2.3,11,1578,55.56,Regular,2
1771,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2022//09/17,2022//09/17,21,7.3,7.2,99,4.8,0.05,2.9,8.9,1568,52.34,Regular,2
1772,RIO TZURIN,-2.601805827,-77.7793335,P2,2022//09/24,2022//09/24,20,7.1,7.3,96,5.3,0.06,1.8,9.9,1578,50.34,Regular,2
1773,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2023//01/05,2023//01/05,23,7.4,7.1,98,5.6,0.1,1.9,8.8,1435,52.34,Regular,2
1774,RIO TZURIN,-2.688610727,-77.79474995,P2,2023//01/09,2023//01/09,22,7.7,6.7,100,5.8,0.7,2.3,7.9,1331,53.34,Regular,2
1775,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2023//05/16,2023//05/16,21,7.6,6.9,89,5.8,0.08,3.4,8.9,1433,49.67,Mala,3
1776,RIO TZURIN,-2.601805827,-77.7793335,P2,2023//05/19,2023//05/19,21,,7.2,103,6.1,0.09,2.3,9.5,1345,49.87,Mala,3
1777,RIO MANGOZISA,-2.654166598,-77.79172204,P3,2023//09/03,2023//09/03,25,7.1,7.3,86,5.4,0.4,1.2,9.7,1435,50.31,Regular,2
1778,RIO TZURIN,-2.688610727,-77.79474995,P2,09/23/2023 ,09/23/2023 ,23,6.9,6.8,89,4.9,0.6,2.2,8.9,1353,51.43,Regular,2
1779,RIO MANGOZISA,-2.56172256,-77.76449996,P3,2018//01/10,2018//01/10,20,7.3,6.7,88,5.9,0.1,1.3,9.8,1234,53.32,Regular,2
1780,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2018//01/13,2018//01/13,20.4,6.99,8.46,137.45,4.65,0.42,0.69,11.6,800,53.59,Regular,2
1781,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2018//01/10,2018//01/10,21.4,7.01,8.7,102.29,4.4,0.48,2.4,13.9,1100,"51,42",Regular,2
1782,RIO EL CHURO,-2.656341416,-72.38992496,P1,2018//01/13,2018//01/13,19.56,7.22,8.53,74.45,5.7,0.24,0.85,11.6,1600,"54,36",Regular,2
1783,RIO EL CHURO,-2.728941913,-72.31106403,P2,2018//05/10,2018//05/10,20,7.11,7.69,135.29,7.7,0.5,1.65,12,1000,50.12,Regular,2
1784,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2018//05/13,2018//05/13,20.4,7.25,7.76,140.02,5.15,0.63,0.16,13.1,900,"51,02",Regular,2
1785,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2018//05/10,2018//05/10,19.55,7.45,7.43,110.85,4.15,0.586,0.607,14.4,1110,50.94,Regular,2
1786,RIO EL CHURO,-2.656341416,-78.38992496,P1,2018//05/13,2018//05/13,19.99,7.56,8.09,124.45,5.45,0.63,0.426,15.9,1120,48.8,Mala,3
1787,RIO EL CHURO,-2.728941913,-78.31106403,P2,2018//09/10,2018//09/10,19.54,7.99,8.16,150.29,7.45,0.674,0.95,15.41,1130,"46,94",Mala,3
1788,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2018//09/13,2018//09/13,20,8.55,8.4,155.02,4.9,0.718,1.16,15.96,1140,"46,79",Mala,3
1789,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2018//09/10,2018//09/10,20.4,8.44,8.23,125.85,4.65,0.762,1.02,16.51,1150,"46,93",Mala,3
1790,RIO EL CHURO,-2.656341416,-78.38992496,P1,2018//09/13,2018//09/13,21.4,7.44,8.19,139.45,5.95,0.806,1.09,17.06,1160,"46,2",Mala,3
1791,RIO EL CHURO,-2.728941913,-78.31106403,P2,2019//01/10,2019//01/10,22,8.02,7.86,153.5,7.95,0.85,2.8,17.61,1170,"43,74",Mala,3
1792,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2019//01/13,2019//01/13,21.54,8.23,8.1,158.52,5.4,0.894,1.25,18.16,1180,40.7,Mala,3
1793,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2019//01/10,2019//01/10,20.2,8.22,7.93,163.54,5.15,0.938,2.03,18.71,1190,44.62,Mala,3
1794,RIO EL CHURO,-2.656341416,-78.38992496,P1,2019//01/13,2019//01/13,21.4,8,7.09,168.56,6.45,0.982,2.21,13.5,1200,"45,34",Mala,3
1795,RIO EL CHURO,-2.728941913,-78.31106403,P2,2019//05/10,2019//05/10,21.44,8.01,7.16,173.58,8.45,1.026,2.4,11.2,1210,"44,84",Mala,3
1796,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2019//05/13,2019//05/13,20.4,9,7.4,178.59,5.9,1.07,2.58,11.6,1400,40.46,Mala,3
1797,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2019//05/10,2019//05/10,21.4,7.34,7.23,183.61,6.75,1.114,2.77,12.7,900,"44,24",Mala,3
1798,RIO EL CHURO,-2.656341416,-78.38992496,P1,2019//05/13,2019//05/13,20.66,7.23,7.89,188.63,6.85,1.158,2.95,14,700,43.94,Mala,3
1799,RIO EL CHURO,-2.728941913,-78.31106403,P2,2019//09/10,2019//09/10,20.88,7.12,7.96,193.65,6.95,1.202,3.14,15.5,1400,41.35,Mala,3
1800,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2019//09/13,2019//09/13,20,8,8.2,198.67,7.05,1.246,3.33,13.3,900,"46,15",Mala,3
1801,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2019//09/10,2019//09/10,20.23,8004,8.03,203.69,7.15,1.29,3.51,12,700,43.11,Mala,3
1802,RIO EL CHURO,-2.656341416,-78.38992496,P1,2019//09/13,2019//09/13,20.2,9,7.99,208.71,7.25,1.334,3.7,11.4,800,43.3,Mala,3
1803,RIO EL CHURO,-2.728941913,-78.31106403,P2,2020//01/10,2020//01/10,21.4,8.56,8.06,213.73,7.35,0.27,3.88,15.6,800,"45,85",Mala,3
1804,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2020//01/13,2020//01/13,19.77,7.45,"0,33",218.74,7.45,0.33,4.07,13,1100,"49,18",Mala,3
1805,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2020//01/10,2020//01/10,19.89,7,8.13,223.76,7.55,0.09,4.25,11.9,1600,"50,76",Regular,2
1806,RIO EL CHURO,-2.656341416,-78.38992496,P1,2020//01/13,2020//01/13,20.4,7.22,7.29,228.78,7.65,0.35,4.44,14.2,1000,"48,01",Mala,3
1807,RIO EL CHURO,-2.728941913,-78.31106403,P2,2020//05/10,2020//05/10,20.56,7.11,8.78,233.8,7.75,0.48,4.62,11.9,900,41.85,Mala,3
1808,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2020//05/13,2020//05/13,19.56,8,7.06,238.82,7.85,0.27,1.12,12.3,1300,"48,53",Mala,3
1809,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2020//05/10,2020//05/10,20,7.03,8.07,243.84,7.94,0.35,1.73,12.97,800,43.39,Mala,3
1810,RIO EL CHURO,-2.656341416,-78.38992496,P1,2020//05/13,2020//05/13,20.01,7.9,7.84,248.86,8.04,0.33,0.55,12.97,600,44.95,Mala,3
1811,RIO EL CHURO,-2.728941913,-78.31106403,P2,2020//09/10,2020//09/10,20.2,7,9.62,253.87,8.14,0.52,0.76,12.97,1600,42.4,Mala,3
1812,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2020//09/13,2020//09/13,21.4,7.09,7.9,258.89,8.24,0.58,0.62,12.98,1100,"46,64",Mala,3
1813,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2020//09/10,2020//09/10,21.79,7.56,8.91,263.91,8.34,0.34,0.69,12.98,900,"49,12",Mala,3
1814,RIO EL CHURO,-2.656341416,-78.38992496,P1,2020//09/13,2020//09/13,20.4,8,8.68,268.93,8.44,0.23,2.4,12.98,1000,"50,80",Regular,2
1815,RIO EL CHURO,-2.728941913,-78.31106403,P2,2021//01/10,2021//01/10,20.67,8.02,9.45,273.95,8.54,0.42,0.85,12.99,800,"48,54",Mala,3
1816,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2021//01/13,2021//01/13,20,7,7.73,278.97,8.64,0.48,1.65,12.99,1300,"47,60",Mala,3
1817,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2021//01/10,2021//01/10,20.88,6.99,8.74,283.99,8.74,0.24,0.16,12.99,1800,"49,10",Mala,3
1818,RIO EL CHURO,-2.656341416,-78.38992496,P1,2021//01/13,2021//01/13,20.12,7.45,8.51,289.01,8.84,0.5,0.39,12.99,1200,"48,03",Mala,3
1819,RIO EL CHURO,-2.728941913,-78.31106403,P2,2021//05/10,2021//05/10,20.2,7.44,7.45,294.02,8.94,0.63,0.74,13,1100,"46,01",Mala,3
1820,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2021//05/13,2021//05/13,21.4,8,7.54,299.04,9.04,0.5,0.82,13,1196,45.92,Mala,3
1821,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2021//05/10,2021//05/10,21.33,7.34,7.23,304.06,9.14,0.51,1.43,14.4,1206,44.84,Mala,3
1822,RIO EL CHURO,-2.656341416,-78.38992496,P1,2021//05/13,2021//05/13,19.56,7001,7.43,309.08,9.24,0.53,0.86,15.9,1216,45.71,Mala,3
1823,RIO EL CHURO,-2.728941913,-78.31106403,P2,2021//09/10,2021//09/10,20.4,7,8.09,314.1,9.34,0.54,0.85,13.7,1227,44.04,Mala,3
1824,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2021//09/13,2021//09/13,19.44,7.98,8.16,319.12,9.44,0.55,0.83,12.4,1237,44.2,Mala,3
1825,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2021//09/10,2021//09/10,20,7.43,8.4,324.14,9.54,0.57,0.81,12.05,1247,44.61,Mala,3
1826,RIO EL CHURO,-2.656341416,-78.38992496,P1,2021//09/13,2021//09/13,19.88,8.34,8.23,329.15,9.64,0.58,0.8,11.23,1257,44.5,Mala,3
1827,RIO EL CHURO,-2.728941913,-78.31106403,P2,2022//01/10,2022//01/10,19.94,8.56,8.19,334.17,9.74,0.59,0.78,10.41,1267,"43,79",Mala,3
1828,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2022//01/13,2022//01/13,20.2,7.9,7.65,339.19,9.84,0.61,0.76,9.59,1277,44.81,Mala,3
1829,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2022//01/10,2022//01/10,21.4,7.23,9.14,344.21,9.93995098,0.62,0.74,8.77,1287,47.73,Mala,3
1830,RIO EL CHURO,-2.656341416,-78.38992496,P1,2022//01/13,2022//01/13,20,7.45,8.91,349.23,10.03970588,0.63,0.73,7.95,1297,"47,49",Mala,3
1831,RIO EL CHURO,-2.728941913,-78.31106403,P2,2022//05/10,2022//05/10,20.4,7.55,9.67,354.25,10.14,0.65,4.62,13.5,1307,"43,60",Mala,3
1832,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2022//05/13,2022//05/13,20.02,7.66,7.95,359.27,10.24,0.66,1.12,11.2,1317,"44,83",Mala,3
1833,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2022//05/10,2022//05/10,20,6.55,8.96,364.29,10.34,0.67,1.73,11.6,1327,"42,05",Mala,3
1834,RIO EL CHURO,-2.656341416,-78.38992496,P1,2022//05/13,2022//05/13,19.45,8.02,8.73,369.3,10.44,0.69,0.55,12.7,1337,47.79,Mala,3
1835,RIO EL CHURO,-2.728941913,-78.31106403,P2,2022//09/10,2022//09/10,19.67,8,9.07,374.32,10.54,0.7,0.76,14,1347,45.04,Mala,3
1836,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2022//09/13,2022//09/13,20.2,7.03,7.35,379.34,10.64,0.71,0.62,15.5,1357,"41,90",Mala,3
1837,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2022//09/10,2022//09/10,21.4,7.44,8.36,384.36,10.74,0.73,0.69,15.03,1367,"41,97",Mala,3
1838,RIO EL CHURO,-2.656341416,-78.38992496,P1,2022//09/13,2022//09/13,22,9,8.13,389.38,10.84,0.74,2.4,15.59,1377,46.96,Mala,3
1839,RIO EL CHURO,-2.728941913,-78.31106403,P2,2023//01/10,2023//01/10,22.34,7.32,9.95,394.4,10.94,0.75,0.85,16.15,1387,44.01,Mala,3
1840,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2023//01/13,2023//01/13,20.4,7.34,8.23,399.42,11.04,0.77,1.65,16.7,1397,"38,82",Mala,3
1841,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2023//01/10,2023//01/10,20.56,7.88,9.24,404.43,11.14,0.78,0.67,17.26,1407,"39,75",Mala,3
1842,RIO EL CHURO,-2.656341416,-78.38992496,P1,2023//01/13,2023//01/13,20.64,7.89,9.01,409.45,11.24,0.79,0.51,17.82,1417,"39,23",Mala,3
1843,RIO EL CHURO,-2.728941913,-78.31106403,P2,2023//05/10,2023//05/10,20,7.99,8.66,414.47,11.34,0.81,0.36,18.38,1427,38.35,Mala,3
1844,RIO PUCHIMI,-2.746100757,-72.33713701,P1,2023//05/13,2023//05/13,20.2,8,8.9,419.49,11.44,0.82,0.21,18.93,1437,"38,35",Mala,3
1845,RIO PUCHIMI,-2.75506667,-72.43414482,P2,2023//05/10,2023//05/10,21.4,8.33,8.73,424.51,11.54,0.83,0.1,19.49,1447,35.32,Mala,3
1846,RIO EL CHURO,-2.656341416,-78.38992496,P1,2023//05/13,2023//05/13,20.4,8.23,7.89,429.53,11.64,0.85,0.29,20.05,1458,36.36,Mala,3
1847,RIO EL CHURO,-2.728941913,-78.31106403,P2,2018//02/20,2018//02/20,20,8.34,7.96,434.55,11.74,0.86,0.35,20.6,1468,"35,95",Mala,3
1848,RIO MACUMA,-2.366032498,-77.40954822,P3,2018//02/20,2018//02/20,19.8,6.89,8.97,85.29,3.4,0.18,0.75,12.5,1300,58.01,Regular,2
1849,RIO MACUMA,-2.390001635,-77.37338796,P3,2018//02/21,2018//02/21,20.5,6.96,7.25,90.02,4.7,0.37,0.96,11.4,800,54.51,Regular,2
1850,RIO PANGUIETZA,-2.482082491,-77.61649643,P4,2018//02/21,2018//02/21,21.2,7.2,8.26,60.85,6.5,0.43,0.82,13.7,975,52.13,Regular,2
1851,RIO PANGUIETZA,-2.425363176,-77.61173735,P4,2018//06/20,2018//06/20,21.8,7.03,8.03,74.45,4.15,0.19,0.89,11.4,700,59.53,Regular,2
1852,RIO MACUMA,-2.366032498,-77.40954822,P3,2018//06/20,2018//06/20,18.9,7.69,9.85,100.1,3.9,0.08,2.6,11.8,2356,57.41,Regular,2
1853,RIO MACUMA,-2.390001635,-77.37338796,P3,2018//06/21,2018//06/21,24.5,7.76,8.13,99.98,5.2,0.27,1.05,12.9,1000,55.43,Regular,2
1854,RIO PANGUIETZA,-2.482082491,-77.61649643,P4,2018//06/21,2018//06/21,20.1,7.5,9.14,74.6,5.3,0.33,1.85,14.2,1500,52.55,Regular,2
1855,RIO PANGUIETZA,-2.425363176,-77.61173735,P4,2018//10/20,2018//10/20,20.9,7.83,8.91,110,4.65,0.09,0.36,15,900,57.71,Regular,2
