ID,RIO,COORD- X,COORD- Y,PUNTO,FECHA,FECHA,Temperatura,Ph,Oxigeno disuelto,Solidos_Totales,Nitratos,Fosfatos,Turbiedad,DBO5,Coliformes fecales,CALIDAD AGUA NSF,Clasificacion ,Clasificar
1533,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2018//10/03,2018//10/03,20.31,7.41,8.34,99,4.55,0.69,1.57,13,1274,51.74,Regular,2
1534,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2018//10/13,2018//10/13,26.2,7.94,7.26,81,4.65,0.51,2.15,14,1001,52.84,Regular,2
1535,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2018//10/22,2018//10/22,22.12,7.99,8.01,97,5.31,0.59,4.22,10,1595,55.84,Regular,2
1536,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2018//10/28,2018//10/28,24.98,7.07,6.33,59,4.8,0.99,0.92,12,2029,48.35,Mala,3
1537,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2019//02/05,2019//02/05,21.37,7.55,7.75,80,6.25,0.1,4.88,12,708,58.07,Regular,2
1538,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2019//02/10,2019//02/10,20.22,7.71,7.8,75,4.63,0.13,0.74,10,1831,57.88,Regular,2
1539,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2019//02/23,2019//02/23,20.27,7.48,6.87,87,5.22,0.82,4.64,12,853,50.49,Regular,2
1540,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2019//02/25,2019//02/25,21.17,6.79,6.62,105,5.09,0.24,5.8,15,1067,51.67,Regular,2
1541,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2019//07/01,2019//07/01,20.23,7.42,8.43,58,4.71,0.58,1.96,12,939,53.78,Regular,2
1542,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2019//07/10,2019//07/10,20.66,7.32,7.74,82,5.33,0.71,4.06,11,588,53.48,Regular,2
1543,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2019//07/20,2019//07/20,23.21,6.83,7.34,50,4.71,0.43,4.51,11,1048,52.84,Regular,2
1544,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2019//07/27,2019//07/27,26.45,7.62,7.07,74,3.92,0.21,3.91,12,527,59.29,Regular,2
1545,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2019//11/05,2019//11/05,22.86,7.13,6.01,73,5.02,0.34,5.68,12,1456,50.84,Regular,2
1546,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2019//11/16,2019//11/16,22.36,7.19,7.4,83,3.79,0.16,5.37,14,662,57.86,Regular,2
1547,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2019//11/23,2019//11/23,22.03,7.7,6.64,75,4.3,0.96,1.47,12,1434,49.49,Mala,3
1548,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2019//11/28,2019//11/28,22.36,7.39,6.96,104,4.06,0.67,2.83,12,1099,51.99,Regular,2
1549,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2020//01/03,2020//01/03,26.64,7.51,8.17,81,4.02,0.91,2.97,15,912,51.03,Regular,2
1550,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2020//01/14,2020//01/14,19.82,7.68,8.79,91,3.73,0.02,2.44,10,1625,60.79,Regular,2
1551,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2020//01/25,2020//01/25,22.57,7.22,8.23,70,4.74,0.71,1.38,12,1373,52.02,Regular,2
1552,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2020//01/30,2020//01/30,20.53,6.55,7.55,59,4.78,0.69,4.4,15,748,49.66,Mala,3
1553,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2020//06/05,2020//06/05,26.84,6.51,6.94,55,6.5,0.4,0.35,12,1714,50.12,Regular,2
1554,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2020//06/11,2020//06/11,24.32,6.88,8.15,95,5.35,0.36,3.88,14,603,53.3,Regular,2
1555,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2020//06/17,2020//06/17,24.11,7.26,6.52,95,5.01,0.39,1.83,14,568,53.3,Regular,2
1556,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2020//06/28,2020//06/28,26.68,7.12,6.15,68,5.74,0.76,5.75,13,896,49.57,Mala,3
1557,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2020//12/02,2020//12/02,26.31,6.83,8.85,84,5.14,0.04,2.67,15,1983,54.83,Regular,2
1558,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2020//12/12,2020//12/12,20.94,6.61,8.76,94,6.14,0.28,0.36,14,547,54.29,Regular,2
1559,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2020//12/22,2020//12/22,24.69,7.96,8.49,77,3.73,0.68,4.73,14,830,52.36,Regular,2
1560,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2020//12/29,2020//12/29,23.79,7.95,8.47,102,5.09,0.03,5.78,12,1788,57.3,Regular,2
1561,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2021//03/06,2021//03/06,20.39,7.31,8.05,71,5.65,0.73,4.78,11,1055,51.89,Regular,2
1562,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2021//03/11,2021//03/11,24.79,6.8,7.22,100,4.36,0.27,3.38,15,2342,51.3,Regular,2
1563,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2021//03/22,2021//03/22,21.46,7.7,8.18,79,3.87,0.54,0.91,14,999,53.2,Regular,2
1564,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2021//03/29,2021//03/29,25.79,6.82,7.14,65,5.04,0.28,2.77,10,770,56.78,Regular,2
1565,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2021//05/04,2021//05/04,21.35,7.01,8.08,83,4.16,0.66,2.39,14,1836,50.4,Regular,2
1566,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2021//05/15,2021//05/15,24.02,7.61,7.56,66,4.45,1,2.59,15,1472,48.93,Mala,3
1567,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2021//05/26,2021//05/26,25.46,7.02,8.59,78,4.45,0.21,0.82,12,1236,57.11,Regular,2
1568,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2021//05/28,2021//05/28,26.3,7.4,6.73,88,3.81,0.34,2.09,12,1028,54.88,Regular,2
1569,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2021//11/01,2021//11/01,21.91,7.14,8.04,67,4.59,0.13,1.4,12,1385,57.86,Regular,2
1570,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2021//11/12,2021//11/12,24.7,7.25,6.98,73,3.78,0.71,3.46,11,1727,51.75,Regular,2
1571,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2021//11/23,2021//11/23,26.64,7.17,7.94,77,5.11,0.83,3.29,12,747,52.6,Regular,2
1572,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2021//11/28,2021//11/28,25.48,7.08,8.03,78,5.19,0.6,1.7,11,1003,53.66,Regular,2
1573,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2022//01/02,2022//01/02,25.72,6.83,6.04,58,3.85,0.59,5.78,12,2379,49.1,Mala,3
1574,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2022//01/13,2022//01/13,25.4,7.85,8.8,56,5.59,0.64,4,11,1239,51.94,Regular,2
1575,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2022//01/24,2022//01/24,21.56,7.08,8.09,94,3.93,1.01,1.77,15,2470,47.95,Mala,3
1576,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2022//01/30,2022//01/30,25.59,7.75,6.37,91,5.56,0.69,0.63,15,713,49.95,Mala,3
1577,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2022//07/01,2022//07/01,25.53,7.1,8.75,87,5.99,0.61,3.33,14,1389,50.02,Regular,2
1578,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2022//07/12,2022//07/12,23.06,6.85,7.55,84,5.35,0.97,3.37,10,2124,49.45,Mala,3
1579,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2022//07/23,2022//07/23,23.01,7.96,6.84,59,4.48,0.25,5.19,14,1356,53.13,Regular,2
1580,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2022//07/28,2022//07/28,24.16,6.6,8.87,92,3.91,0.87,3.15,12,2491,48.93,Mala,3
1581,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2022//12/05,2022//12/05,24.89,6.53,8.23,99,5.88,0.91,3.6,15,1990,46.37,Mala,3
1582,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2022//12/16,2022//12/16,22.73,7.79,6.16,97,4.9,0.97,3.98,15,1627,46.22,Mala,3
1583,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2022//12/20,2022//12/20,23.61,7.68,6.93,60,5.56,0.94,5.48,13,1885,47.83,Mala,3
1584,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2022//12/29,2022//12/29,24.85,7.19,7.71,71,5.29,0.8,5.61,10,2099,50.77,Regular,2
1585,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2023//01/01,2023//01/01,26.8,7.57,7.52,108,3.75,0.14,2.98,11,1333,59.05,Regular,2
1586,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2023//01/10,2023//01/10,26.49,7.42,6.45,82,5.21,1,4.7,11,2125,48.67,Mala,3
1587,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2023//01/23,2023//01/23,22.79,7.76,6.38,105,4.9,1,1.65,13,2071,47.11,Mala,3
1588,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2023//01/29,2023//01/29,26.91,7.93,8.72,76,4.03,0.92,4.02,14,2444,48.31,Mala,3
1589,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2023//04/01,2023//04/01,25.83,6.54,8.06,78,4.62,0.16,0.4,12,751,58,Regular,2
1590,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2023//04/12,2023//04/12,25.4,6.83,8.36,100,4.08,0.54,5.45,12,1353,52.58,Regular,2
1591,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2023//04/23,2023//04/23,21.55,7.65,8.52,68,5.35,0.66,4.61,10,1516,52.45,Regular,2
1592,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2023//04/28,2023//04/28,24.66,7.07,6.83,110,5.85,0.95,3.98,13,2335,47.05,Mala,3
1593,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2023//06/06,2023//06/06,24.48,6.54,7.6,71,4.46,0.56,5.58,11,708,53.47,Regular,2
1594,RIO NAMANGOZA,-2.8149718,-78.28197228,P1 ,2023//06/14,2023//06/14,22.66,7.17,7.34,47,4.8,0.05,3.24,10,1600,58.89,Regular,2
1595,RIO NAMANGOZA,-2.835333388,-78.24722178,P2 ,2023//06/18,2023//06/18,24.92,6.56,6.58,105,3.63,0.56,5.89,11,1345,51.31,Regular,2
1596,RIO PAUTE,-2.755055848,-78.28219421,P1 ,2023//06/29,2023//06/29,26.87,7.24,7.29,101,3.64,0.89,4.87,14,1592,49.95,Mala,3
1597,RIO PAUTE,-2.767055362,-78.26902796,P2 ,2018//01/01,2018//01/01,25.29,6.97,7.29,88,5.59,0.82,1.8,14,558,51.31,Regular,2
1598,RIO YAAPI,-2.885154829,-77.91797016,P1,2018//01/03,2018//01/03,23,6.5,8.2,65,3.9,0.05,0.4,12,800,59.69,Regular,2
1599,RIO YAAPI,-2.885149246,-77.91487882,P2,2018//01/06,2018//01/06,25,6,7,53,2.5,0.06,2.5,11,700,58.82,Regular,2
1600,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2018//01/10,2018//01/10,25,7,8,75,5,0.6,3.4,13,1500,51.4,Regular,2
1601,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2018//05/01,2018//05/01,26,6.5,8.1,66,5.3,0.5,3.5,13.5,2100,49.46,Mala,3
1602,RIO YAAPI,-2.885154829,-77.91797016,P1,2018//05/05,2018//05/05,25,7.9,7.15,59,4.6,0.4,3.1,12.6,1200,53.12,Regular,2
1603,RIO YAAPI,-2.885149246,-77.91487882,P2,2018//05/10,2018//05/10,23,6.2,8.5,85,4.8,0.8,2.4,13,1600,48.36,Mala,3
1604,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2018//05/15,2018//05/15,24,6.6,8.8,76,4.3,0.08,2.6,14.2,1806,55.36,Regular,2
1605,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2018//09/01,2018//09/01,22.4,7,7.1,80,4.8,0.7,2.8,13,1790,49.59,Mala,3
1606,RIO YAAPI,-2.885154829,-77.91797016,P1,2018//09/05,2018//09/05,23.4,6.9,6.6,63,4.7,0.06,3.7,14,1863,54.6,Regular,2
1607,RIO YAAPI,-2.885149246,-77.91487882,P2,2018//09/09,2018//09/09,23.5,6,7,66,4.02,0.04,3.8,12,1852,54.37,Regular,2
1608,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2018//09/16,2018//09/16,24.3,6.5,6.7,68,4.9,0.09,3,13,1963,53.81,Regular,2
1609,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2019//01/01,2019//01/01,26.5,7,6.8,70,5,0.15,0.3,12,1573,56.32,Regular,2
1610,RIO YAAPI,-2.885154829,-77.91797016,P1,2019//01/05,2019//01/05,23.5,6.2,8.3,68,5.1,0.6,0.4,11.9,1999,49.35,Mala,3
1611,RIO YAAPI,-2.885149246,-77.91487882,P2,2019//01/10,2019//01/10,22.01,6,8.3,69,5.2,0.54,0.43,11,1898,49.6,Mala,3
1612,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2019//01/15,2019//01/15,23.03,6.3,6.5,64,5.6,0.89,0.35,12,1354,47.23,Mala,3
1613,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2019//05/01,2019//05/01,22,7,7,81,5.7,0.74,0.39,13.5,2000,48.22,Mala,3
1614,RIO YAAPI,-2.885154829,-77.91797016,P1,2019//05/06,2019//05/06,25,6,6.5,71,5,0.89,0.41,13,2360,45.31,Mala,3
1615,RIO YAAPI,-2.885149246,-77.91487882,P2,2019//05/11,2019//05/11,24,5.9,8.7,69,4.2,0.69,0.5,14,2100,47.23,Mala,3
1616,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2019//05/16,2019//05/16,23,7,7.8,86,3.9,0.58,0.3,13.5,2300,50.9,Regular,2
1617,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2019//09/01,2019//09/01,26,7.5,6.8,85,4,0.47,2.4,12.9,2100,51.65,Regular,2
1618,RIO YAAPI,-2.885154829,-77.91797016,P1,2019//09/06,2019//09/06,25.03,6.6,8.6,90,4.05,0.98,3.5,13.5,2100,48.12,Regular,2
1619,RIO YAAPI,-2.885149246,-77.91487882,P2,2019//09/10,2019//09/10,24,6.3,8.5,75,5.6,0.87,3.5,12.6,1500,48.08,Regular,2
1620,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2019//09/15,2019//09/15,23,7.2,6.7,80,4,0.85,3.1,12.8,1600,49.55,Regular,2
1621,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2020//01/02,2020//01/02,22.5,7.4,7.5,65,4.5,0.67,2.5,13.7,1400,50.88,Regular,2
1622,RIO YAAPI,-2.885154829,-77.91797016,P1,2020//01/05,2020//01/05,22.6,7,8.6,66,4.3,0.52,3,14,1250,52.45,Regular,2
1623,RIO YAAPI,-2.885149246,-77.91487882,P2,2020//01/08,2020//01/08,22.08,6.9,6.7,68,5.2,0.8,3.5,12,1310,49.33,Mala,3
1624,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2020//01/15,2020//01/15,23,7.2,6.5,69,5,0.8,4,13,1520,48.75,Mala,3
1625,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2020//05/01,2020//05/01,26,8,7.8,67,4,0.74,3,13,1360,51.37,Regular,2
1626,RIO YAAPI,-2.885154829,-77.91797016,P1,2020//05/01,2020//05/01,24,6.9,8.5,85,4.3,0.7,4.8,12.6,1452,51.24,Regular,2
1627,RIO YAAPI,-2.885149246,-77.91487882,P2,2020//05/01,2020//05/01,25,7.5,8.5,75,4.8,0.6,4.7,12.5,1920,51.28,Regular,2
1628,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2020//05/01,2020//05/01,26,7.04,6.6,74,4.6,0.8,3,13.06,1789,49.26,Mala,3
1629,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2020//09/01,2020//09/01,24,7.5,7.4,72,4.7,0.65,4,12,1563,51.51,Regular,2
1630,RIO YAAPI,-2.885154829,-77.91797016,P1,2020//09/01,2020//09/01,23,7.2,8.7,73,5,0.7,3,13,1200,51.54,Regular,2
1631,RIO YAAPI,-2.885149246,-77.91487882,P2,2020//09/01,2020//09/01,25,7.2,7.8,78.2,5.1,0.6,4,12.5,1900,50.96,Regular,2
1632,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2020//09/01,2020//09/01,24,7.5,7.6,82,4.9,0.8,3,11,1687,51.27,Regular,2
1633,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2021//01/02,2021//01/02, ,8,8.2,72,5,0.5,4,13,1980,51.75,Regular,2
1634,RIO YAAPI,-2.885154829,-77.91797016,P1,2021//01/05,2021//01/05,23,6.9,7.8,68,4,0.64,3,12,1783,51.48,Regular,2
1635,RIO YAAPI,-2.885149246,-77.91487882,P2,2021//01/12,2021//01/12,25,6.9,8.3,56.5,3.9,0.57,2.5,12,1999,52.08,Regular,2
1636,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2021//01/15,2021//01/15,23,7.3,6.7,80,5,0.65,3.5,14,1523,49.23,Mala,3
1637,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2021//05/01,2021//05/01,24,8,7.2,90,5.8,0.57,4.2,13,1000,50.99,Regular,2
1638,RIO YAAPI,-2.885154829,-77.91797016,P1,2021//05/02,2021//05/02,23,7,8.2,68,5.7,0.68,4.3,12,1500,50.83,Regular,2
1639,RIO YAAPI,-2.885149246,-77.91487882,P2,2021//05/05,2021//05/05,26,7.5,8.2,62,5,0.65,4,12.3,1200,52.27,Regular,2
1640,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2021//05/10,2021//05/10,25,7.15,7.3,68,5.6,0.87,3.9,14.2,1600,48.52,Mala,3
1641,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2021//09/01,2021//09/01,23,7.1,7.5,69,4.9,0.54,3.8,12.4,1700,51.45,Regular,2
1642,RIO YAAPI,-2.885154829,-77.91797016,P1,2021//09/02,2021//09/02,24,6.7,8.2,67,4.3,0.6,4.1,13.5,1500,50.83,Regular,2
1643,RIO YAAPI,-2.885149246,-77.91487882,P2,2021//09/05,2021//09/05,23,7.5,8.5,69,4.2,0.7,4,14.8,1600,50.49,Regular,2
1644,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2021//09/11,2021//09/11,25,7.06,7.1,68,4.5,0.5,3,13.5,1520,51.6,Regular,2
1645,RIO YAAPI,-2.819415455,-77.93550277,P2,2022//01/02,2022//01/02,23,7.8,8,69,5.6,0.4,4.1,14.7,1623,50.82,Regular,2
1646,RIO YAAPI,-2.885154829,-77.91797016,P1,2022//01/05,2022//01/05,22,8,8.1,78,4.7,0.09,4.3,12.9,1500,56.87,Regular,2
1647,RIO YAAPI,-2.885149246,-77.91487882,P2,2022//01/09,2022//01/09,23,7.5,8.2,73,4.8,0.5,4.2,12.8,1870,51.91,Regular,2
1648,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2022//01/12,2022//01/12,23,7.3,7.6,75,4.9,0.4,4.3,13.7,1560,51.93,Regular,2
1649,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2022//05/01,2022//05/01,24,7,8.1,76,4.6,0.3,4.1,13,1403,54.05,Regular,2
1650,RIO YAAPI,-2.885154829,-77.91797016,P1,2022//05/05,2022//05/05,23,7.1,6.8,75,4.8,0.2,4.2,12,1500,54.92,Regular,2
1651,RIO YAAPI,-2.885149246,-77.91487882,P2,2022//05/09,2022//05/09,25,6.9,7.6,79,4.7,0.5,3.5,13,1400,52.01,Regular,2
1652,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2022//05/10,2022//05/10,26,6.8,6.9,80,4.5,0.4,3.7,12,1600,52.2,Regular,2
1653,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2022//09/01,2022//09/01,25,6.9,7,82,4.9,0.3,3,11,1500,53.95,Regular,2
1654,RIO YAAPI,-2.885154829,-77.91797016,P1,2022//09/04,2022//09/04,23,7,8,65,5,0.4,4,12.8,1400,52.79,Regular,2
1655,RIO YAAPI,-2.885149246,-77.91487882,P2,2022//09/08,2022//09/08,22,7.1,8.2,65,5,0.6,3.8,11.9,1500,51.96,Regular,2
1656,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2022//09/10,2022//09/10,26,6.8,8.5,87,5,0.53,3.7,12,1300,52.12,Regular,2
1657,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2023//01/02,2023//01/02,23,7,7.06,76,4.7,0.6,3,13,1200,51.27,Regular,2
1658,RIO YAAPI,-2.885154829,-77.91797016,P1,2023//01/05,2023//01/05,23.3,7.3,8.1,73,5.6,0.2,4,13.9,1000,55.66,Regular,2
1659,RIO YAAPI,-2.885149246,-77.91487882,P2,2023//01/08,2023//01/08,22,7,8,69,4.7,0.5,3,13.6,1000,52.81,Regular,2
1660,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2023//01/10,2023//01/10,22.5,7.3,7.2,75.3,4.8,0.56,3.5,13.4,1200,51.46,Regular,2
1661,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2023//05/01,2023//05/01,22.6,7.6,8.1,65.2,4.6,0.54,3,13,1300,52.59,Regular,2
1662,RIO YAAPI,-2.885154829,-77.91797016,P1,2023//05/04,2023//05/04,22.8,6.8,6.9,69,4.8,0.65,4.2,14,1420,49.11,Regular,2
1663,RIO YAAPI,-2.885149246,-77.91487882,P2,2023//05/09,2023//05/09,25.7,6.8,7.6,65.8,4.7,0.64,4,12.5,1620,50.76,Regular,2
1664,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2023//05/12,2023//05/12,24.8,7,7.3,67,4.06,0.52,4.3,13,1320,52.43,Regular,2
1665,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2023//09/01,2023//09/01,25,6.8,6.8,65.2,4.09,0.35,4,12.5,1520,52.34,Regular,2
1666,RIO YAAPI,-2.885154829,-77.91797016,P1,2023//09/03,2023//09/03,26,7.5,8.5,76,4.05,0.42,3,12.02,1430,54.12,Regular,2
1667,RIO YAAPI,-2.885149246,-77.91487882,P2,2023//09/06,2023//09/06,23,7.01,8.6,66,4.02,0.45,3.8,13.02,1500,53.12,Regular,2
1668,RIO HUAMBIAZ,-2.821492076,-83.93287875,P1,2023//09/10,2023//09/10,23,6.9,8.7,80,5.8,0.46,3.9,12.5,1600,51.47,Regular,2
1669,RIO HUAMBIAZ,-2.819415455,-83.93550277,P2,2018//01/02,2018//01/02,25,8,7,65.2,5,0.43,4,13,900,52.78,Regular,2
1670,RIO TZURIN,-2.596416686,-77.76408342,P1,2018//01/07,2018//01/07,19,6.7,8.9,93,3.6,0.02,0.23,6.25,555,26.56,Mala,3
1671,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2018//01/15,2018//01/15,25,6.9,8.4,87,3.6,0.06,0.9,7.15,607,48.67,Mala,3
1672,RIO TZURIN,-2.665194871,-77.79436079,P1,2018//01/21,2018//01/21,21,6.5,7.9,95,4.4,0.8,1.7,12,785,42.98,Mala,3
1673,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2018//05/07,2018//05/07,20,7,8,89,4.2,0.03,3.6,8.7,567,27.09,Mala,3
1674,RIO TZURIN,-2.596416686,-77.76408342,P1,2018//05/12,2018//05/12,23,7.6,8.6,84,4.1,0.3,2.4,9.4,1223,52.56,Regular,2
1675,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2018//05/20,2018//05/20,27,6.7,8.1,91,4.8,1.01,0.38,8.99,1632,55.87,Regular,2
1676,RIO TZURIN,-2.665194871,-77.79436079,P1,2018//05/30,2018//05/30,21,7.2,7.9,93,5.3,0.09,1.9,11.02,1800,50.65,Regular,2
1677,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2018//09/04,2018//09/04,24,6.8,6.9,87,6.2,0.8,0.27,13,1632,53.98,Regular,2
1678,RIO TZURIN,-2.596416686,-77.76408342,P1,2018//09/09,2018//09/09,23,6.9,8.2,89,6.5,0.2,0.29,8.9,678,56.43,Regular,2
1679,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2018//09/16,2018//09/16,20,7.1,7.7,95,6.3,0.05,1.3,15,1832,53.09,Regular,2
1680,RIO TZURIN,-2.665194871,-77.79436079,P1,2018//09/23,2018//09/23,26,7.5,7.9,100,5.4,0.1,4.6,10,1590,52.76,Regular,2
1681,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2019//01/01,2019//01/01,23,6.7,8,99,5.2,0.09,5.1,7.5,1681,51.87,Regular,2
1682,RIO TZURIN,-2.596416686,-77.76408342,P1,2019//01/05,2019//01/05,27,6.5,7.2,88,5.1,0.8,3.8,7.12,1677,56.43,Regular,2
1683,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2019//01/10,2019//01/10,21,6.9,7.3,89,4.9,1,3.1,7.5,1560,50.21,Regular,2
1684,RIO TZURIN,-2.665194871,-77.79436079,P1,2019//01/15,2019//01/15,24,7.8,7.8,94,4.4,0.09,0.34,7.9,1872,54.32,Regular,2
1685,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2019//05/04,2019//05/04,26,6.9,7.5,97,4.2,0.4,0.78,8.2,1433,51.12,Regular,2
1686,RIO TZURIN,-2.596416686,-77.76408342,P1,2019//05/08,2019//05/08,21,6.6,6.9,92,5.6,0.34,3,8.6,1326,50.56,Regular,2
1687,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2019//05/11,2019//05/11,20,6.7,7.1,91,5.7,0.8,4.8,9.1,1535,53.34,Regular,2
1688,RIO TZURIN,-2.665194871,-77.79436079,P1,2019//05/19,2019//05/19,27,6.9,7.9,95,4.6,0.02,4.1,9.5,1863,56.45,Regular,2
1689,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2019//05/27,2019//05/27,26,7.4,8,99,5.7,0.3,3.9,9.3,1758,50.1,Regular,2
1690,RIO TZURIN,-2.596416686,-77.76408342,P1,2019//09/01,2019//09/01,22,7.5,7.4,96,4,0.07,2.5,8.3,1937,49.34,Mala,3
1691,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2019//09/10,2019//09/10,23,8,7.6,94,3.8,0.5,2.9,13,1855,49.45,Mala,3
1692,RIO TZURIN,-2.665194871,-77.79436079,P1,2019//09/21,2019//09/21,20,6.9,8.1,91,4.3,0.06,4.9,10,1672,45.34,Mala,3
1693,RIO MANGOZISA,-2.581777715,-77.7651946,P2,2020//01/02,2020//01/02,20,7.3,7.3,89,4.1,0.08,5.9,14,1504,45.07,Mala,3
1694,RIO TZURIN,-2.596416686,-77.76408342,P1,2020//01/05,2020//01/05,21,7.6,7.4,100,4.1,0.1,5.7,11,1636,49.34,Mala,3
1695,RIO MANGOZISA,-2.623389201,-77.79072244,P2,2020//01/12,2020//01/12,26,6.5,7.6,102,4.1,0.9,5.8,9.7,1328,52.34,Regular,2
